sut,workload,task_id,metric,value
BaselineLLMSystemGPT4oOneShot,wildfire.json,wildfire-easy-1,runtime,9.997564917518979
BaselineLLMSystemGPT4oOneShot,wildfire.json,wildfire-easy-1,success,0
BaselineLLMSystemGPT4oOneShot,wildfire.json,wildfire-easy-1,total_token_usage_answers,0
BaselineLLMSystemGPT4oOneShot,wildfire.json,wildfire-easy-1,llm_code_eval,"""[false, true, false, false, false]"""
BaselineLLMSystemGPT4oOneShot,wildfire.json,wildfire-easy-1,total_token_usage_pipeline,1092
BaselineLLMSystemGPT4oOneShot,wildfire.json,wildfire-easy-1-1,runtime,0
BaselineLLMSystemGPT4oOneShot,wildfire.json,wildfire-easy-1-1,success,0
BaselineLLMSystemGPT4oOneShot,wildfire.json,wildfire-easy-1-1,total_token_usage_answers,0
BaselineLLMSystemGPT4oOneShot,wildfire.json,wildfire-easy-1-2,runtime,0
BaselineLLMSystemGPT4oOneShot,wildfire.json,wildfire-easy-1-2,f1,0.060106930561551496
BaselineLLMSystemGPT4oOneShot,wildfire.json,wildfire-easy-1-2,precision,0.0
BaselineLLMSystemGPT4oOneShot,wildfire.json,wildfire-easy-1-2,recall,0.0
BaselineLLMSystemGPT4oOneShot,wildfire.json,wildfire-easy-1-2,total_token_usage_answers,0
BaselineLLMSystemGPT4oOneShot,wildfire.json,wildfire-easy-1-3,runtime,0
BaselineLLMSystemGPT4oOneShot,wildfire.json,wildfire-easy-1-3,f1,0.05949858457783126
BaselineLLMSystemGPT4oOneShot,wildfire.json,wildfire-easy-1-3,precision,0.0
BaselineLLMSystemGPT4oOneShot,wildfire.json,wildfire-easy-1-3,recall,0.0
BaselineLLMSystemGPT4oOneShot,wildfire.json,wildfire-easy-1-3,total_token_usage_answers,0
BaselineLLMSystemGPT4oOneShot,wildfire.json,wildfire-easy-1-4,runtime,0
BaselineLLMSystemGPT4oOneShot,wildfire.json,wildfire-easy-1-4,f1,0.04729495014474107
BaselineLLMSystemGPT4oOneShot,wildfire.json,wildfire-easy-1-4,precision,0.0
BaselineLLMSystemGPT4oOneShot,wildfire.json,wildfire-easy-1-4,recall,0.0
BaselineLLMSystemGPT4oOneShot,wildfire.json,wildfire-easy-1-4,total_token_usage_answers,0
BaselineLLMSystemGPT4oOneShot,wildfire.json,wildfire-easy-1-5,runtime,0
BaselineLLMSystemGPT4oOneShot,wildfire.json,wildfire-easy-1-5,success,0
BaselineLLMSystemGPT4oOneShot,wildfire.json,wildfire-easy-1-5,total_token_usage_answers,0
BaselineLLMSystemGPT4oOneShot,wildfire.json,wildfire-easy-2,runtime,63.384311324074154
BaselineLLMSystemGPT4oOneShot,wildfire.json,wildfire-easy-2,success,0
BaselineLLMSystemGPT4oOneShot,wildfire.json,wildfire-easy-2,total_token_usage_answers,0
BaselineLLMSystemGPT4oOneShot,wildfire.json,wildfire-easy-2,llm_code_eval,"""[true, false, false, true, true, false]"""
BaselineLLMSystemGPT4oOneShot,wildfire.json,wildfire-easy-2,total_token_usage_pipeline,992
BaselineLLMSystemGPT4oOneShot,wildfire.json,wildfire-easy-2-1,runtime,0
BaselineLLMSystemGPT4oOneShot,wildfire.json,wildfire-easy-2-1,f1,0.1905829596412556
BaselineLLMSystemGPT4oOneShot,wildfire.json,wildfire-easy-2-1,precision,0.0
BaselineLLMSystemGPT4oOneShot,wildfire.json,wildfire-easy-2-1,recall,0.0
BaselineLLMSystemGPT4oOneShot,wildfire.json,wildfire-easy-2-1,total_token_usage_answers,0
BaselineLLMSystemGPT4oOneShot,wildfire.json,wildfire-easy-2-2,runtime,0
BaselineLLMSystemGPT4oOneShot,wildfire.json,wildfire-easy-2-2,success,0
